orden_id,fecha_compra,cliente_id,region,canal,producto,cantidad,total_soles,prioridad_entrega
VEN-00504,2026-02-08 00:56:00,CLI-0105,Loreto,web,Router,8,664.0,media
VEN-00499,2026-02-08 13:56:00,CLI-0013,Junin,tienda,Impresora,8,5045.97,alta
VEN-00481,2026-02-11 16:56:00,CLI-0308,Cusco,tienda,Monitor,6,5335.86,baja
VEN-00501,2026-02-12 03:14:00,CLI-0186,Lima,tienda,Audifonos,7,2886.56,media
VEN-00515,2026-02-16 22:02:00,CLI-0011,Piura,web,Teclado,7,2440.94,baja
VEN-00495,2026-02-21 01:40:00,CLI-0247,Piura,tienda,Audifonos,7,2028.63,baja
VEN-00482,2026-02-23 02:12:00,CLI-0289,Piura,app,Router,4,3013.03,media
VEN-00510,2026-03-01 20:46:00,CLI-0232,La Libertad,web,SSD,6,3323.84,baja
VEN-00508,2026-03-03 03:44:00,CLI-0094,La Libertad,tienda,Router,2,2290.83,alta
VEN-00511,2026-03-09 06:51:00,CLI-0241,La Libertad,app,SSD,1,1850.29,baja
VEN-00484,2026-03-16 17:01:00,CLI-0262,La Libertad,web,Impresora,8,1930.0,media
VEN-00509,2026-03-23 01:39:00,CLI-0062,Arequipa,web,Mouse,3,3634.91,media
VEN-00514,2026-03-28 04:13:00,CLI-0133,La Libertad,web,Teclado,4,2563.22,baja
VEN-00487,2026-04-02 01:39:00,CLI-0292,Cusco,marketplace,SSD,2,2210.22,media
VEN-00491,2026-04-06 09:05:00,CLI-0172,Piura,app,Router,1,713.97,media
VEN-00486,2026-04-10 03:16:00,CLI-0021,Cusco,tienda,Teclado,1,4581.33,alta
VEN-00505,2026-04-12 11:30:00,CLI-0188,Piura,tienda,Impresora,1,3995.43,baja
VEN-00493,2026-04-30 02:04:00,CLI-0345,Piura,web,Mouse,7,5089.19,baja
VEN-00500,2026-05-04 17:52:00,CLI-0350,La Libertad,app,Mouse,8,3876.97,media
VEN-00506,2026-05-05 16:46:00,CLI-0109,Piura,web,Router,7,2264.38,baja
VEN-00485,2026-05-06 15:00:00,CLI-0132,La Libertad,tienda,Audifonos,5,3666.93,media
VEN-00519,2026-05-07 04:08:00,CLI-0235,Piura,app,Audifonos,8,2490.21,media
VEN-00492,2026-05-11 09:10:00,CLI-0070,Piura,app,Teclado,8,2630.47,alta
VEN-00494,2026-05-17 05:42:00,CLI-0061,Arequipa,tienda,Teclado,7,1492.29,media
VEN-00516,2026-05-25 08:52:00,CLI-0190,Piura,web,Impresora,6,4512.49,alta
VEN-00497,2026-05-30 01:34:00,CLI-0195,Piura,tienda,Impresora,8,4031.81,media
VEN-00490,2026-05-30 21:24:00,CLI-0113,La Libertad,app,Router,3,3339.17,media
VEN-00512,2026-06-02 03:49:00,CLI-0178,La Libertad,web,Teclado,3,4272.86,baja
VEN-00489,2026-06-02 21:21:00,CLI-0225,Lima,tienda,Router,5,1999.34,alta
VEN-00496,2026-06-04 00:39:00,CLI-0317,Arequipa,app,Router,8,4315.12,baja
VEN-00488,2026-06-19 15:46:00,CLI-0233,Lima,app,Laptop,7,4720.95,baja
VEN-00483,2026-06-20 18:21:00,CLI-0014,Loreto,web,Audifonos,1,4108.48,baja
VEN-00517,2026-06-23 05:40:00,CLI-0342,Cusco,marketplace,Laptop,7,690.47,media
VEN-00498,2026-06-24 06:20:00,CLI-0283,Junin,app,Audifonos,6,3896.35,media
VEN-00507,2026-06-26 18:03:00,CLI-0082,Piura,marketplace,Mouse,7,1531.9,baja
VEN-00503,2026-06-29 18:47:00,CLI-0150,Junin,tienda,Audifonos,3,3594.4,alta
VEN-00321,2026-01-05 21:46:00,CLI-0320,Lima,tienda,Monitor,1,986.98,media
VEN-00329,2026-01-08 21:40:00,CLI-0338,Piura,app,Laptop,8,3979.84,baja
VEN-00324,2026-01-26 14:46:00,CLI-0169,Arequipa,web,Laptop,3,1419.7,baja
VEN-00339,2026-02-01 07:05:00,CLI-0055,Piura,web,Router,3,880.91,alta
VEN-00349,2026-02-07 21:20:00,CLI-0265,Loreto,app,Monitor,4,3103.81,baja
VEN-00332,2026-02-09 07:14:00,CLI-0195,Lima,app,Mouse,4,431.11,baja
VEN-00343,2026-02-16 17:24:00,CLI-0247,Junin,app,Mouse,6,2793.17,alta
VEN-00325,2026-02-18 21:25:00,CLI-0261,Arequipa,tienda,SSD,6,4794.39,baja
VEN-00331,2026-03-06 21:28:00,CLI-0096,Loreto,web,Teclado,1,4452.14,baja
VEN-00328,2026-03-07 09:16:00,CLI-0099,Arequipa,marketplace,Mouse,8,2920.49,alta
VEN-00336,2026-03-09 08:39:00,CLI-0205,Lima,app,Audifonos,5,5244.87,media
VEN-00322,2026-03-17 14:01:00,CLI-0112,Piura,tienda,Monitor,8,4116.71,media
VEN-00337,2026-03-18 03:40:00,CLI-0284,Loreto,marketplace,Router,2,1027.34,baja
VEN-00353,2026-03-19 02:41:00,CLI-0118,Loreto,app,SSD,8,2013.5,baja
VEN-00342,2026-03-19 11:37:00,CLI-0146,Piura,tienda,Impresora,6,4922.92,media
VEN-00358,2026-03-27 03:36:00,CLI-0024,Loreto,web,Mouse,7,4268.75,media
VEN-00354,2026-03-27 21:56:00,CLI-0281,Junin,web,Monitor,5,737.67,baja
VEN-00335,2026-03-31 08:11:00,CLI-0288,Arequipa,web,Router,4,1334.58,alta
VEN-00357,2026-04-02 23:41:00,CLI-0252,Piura,web,Audifonos,3,1473.93,alta
VEN-00346,2026-04-15 01:29:00,CLI-0220,Loreto,web,Laptop,3,2286.3,media
VEN-00348,2026-04-18 14:48:00,CLI-0182,La Libertad,tienda,Audifonos,4,3996.07,baja
VEN-00352,2026-04-21 14:34:00,CLI-0030,Loreto,web,Laptop,6,4884.96,media
VEN-00350,2026-04-27 13:30:00,CLI-0092,Junin,app,Mouse,3,3915.25,baja
VEN-00359,2026-05-03 09:35:00,CLI-0189,Cusco,app,Router,7,1180.52,media
VEN-00347,2026-05-07 07:28:00,CLI-0252,Lima,marketplace,Mouse,8,2098.14,baja
VEN-00338,2026-05-12 13:43:00,CLI-0121,La Libertad,marketplace,SSD,7,333.12,alta
VEN-00355,2026-05-18 22:36:00,CLI-0271,Arequipa,web,Impresora,5,2847.24,alta
VEN-00360,2026-05-30 06:00:00,CLI-0266,Cusco,web,Mouse,4,1094.25,baja
VEN-00344,2026-05-30 10:29:00,CLI-0123,Lima,web,Monitor,2,399.53,media
VEN-00326,2026-06-01 10:43:00,CLI-0141,Arequipa,app,Mouse,8,595.02,alta
VEN-00334,2026-06-04 15:49:00,CLI-0139,Arequipa,tienda,Router,8,242.44,media
VEN-00327,2026-06-11 16:11:00,CLI-0088,Arequipa,tienda,Audifonos,3,5492.15,alta
VEN-00340,2026-06-11 17:12:00,CLI-0077,Arequipa,tienda,Laptop,3,1605.43,alta
VEN-00341,2026-06-12 12:45:00,CLI-0213,La Libertad,app,Mouse,8,3309.91,baja
VEN-00333,2026-06-13 09:33:00,CLI-0026,Cusco,tienda,Mouse,7,2939.75,media
VEN-00356,2026-06-18 00:56:00,CLI-0085,La Libertad,web,Monitor,4,1171.19,alta
VEN-00330,2026-06-21 03:03:00,CLI-0068,Loreto,marketplace,Impresora,6,199.78,baja
VEN-00351,2026-06-21 13:13:00,CLI-0021,Loreto,tienda,Router,1,2862.79,baja
VEN-00345,2026-06-22 23:00:00,CLI-0097,Loreto,web,SSD,4,105.93,alta
VEN-00323,2026-06-28 13:49:00,CLI-0050,Junin,web,Teclado,4,3953.65,baja
VEN-00705,2026-01-02 23:11:00,CLI-0139,Piura,web,Teclado,4,203.29,baja
VEN-00694,2026-01-03 10:01:00,CLI-0141,La Libertad,web,Router,5,4686.39,baja
VEN-00704,2026-01-07 05:21:00,CLI-0271,Piura,web,Monitor,5,3554.48,baja
VEN-00698,2026-01-07 20:34:00,CLI-0337,Loreto,tienda,Impresora,3,4827.1,alta
VEN-00719,2026-01-15 13:42:00,CLI-0254,Junin,app,Impresora,7,1374.47,alta
VEN-00702,2026-01-16 01:10:00,CLI-0284,La Libertad,marketplace,Teclado,7,3619.23,baja
VEN-00685,2026-01-22 04:07:00,CLI-0034,La Libertad,marketplace,Audifonos,2,2154.7,baja
VEN-00713,2026-01-25 01:19:00,CLI-0085,Loreto,app,Router,4,159.25,media
VEN-00716,2026-01-28 06:39:00,CLI-0329,Piura,app,Mouse,7,2377.74,media
VEN-00684,2026-01-31 11:02:00,CLI-0305,Arequipa,marketplace,Impresora,7,4495.92,baja
VEN-00703,2026-02-01 02:56:00,CLI-0191,Loreto,marketplace,Teclado,8,4402.71,media
VEN-00686,2026-02-03 11:22:00,CLI-0184,Cusco,tienda,Laptop,1,3088.9,media
VEN-00687,2026-02-03 14:57:00,CLI-0029,La Libertad,tienda,Router,7,1230.27,baja
VEN-00714,2026-02-04 09:21:00,CLI-0135,Arequipa,web,Monitor,4,5074.65,alta
VEN-00708,2026-02-10 16:04:00,CLI-0255,Lima,tienda,Mouse,8,1172.81,media
VEN-00683,2026-02-23 00:20:00,CLI-0006,Arequipa,app,Mouse,1,624.08,alta
VEN-00699,2026-02-27 19:44:00,CLI-0083,Arequipa,app,Laptop,3,5384.15,alta
VEN-00696,2026-03-11 09:22:00,CLI-0164,Cusco,web,Impresora,5,2073.45,media
VEN-00700,2026-03-13 21:27:00,CLI-0302,Lima,web,Router,6,4661.39,baja
VEN-00706,2026-03-15 19:11:00,CLI-0221,Lima,web,Mouse,4,1118.74,baja
VEN-00691,2026-03-16 08:00:00,CLI-0177,La Libertad,marketplace,Impresora,1,757.71,alta
VEN-00697,2026-03-20 03:02:00,CLI-0164,Lima,web,Router,2,2689.55,media
VEN-00720,2026-03-24 18:01:00,CLI-0266,Junin,app,Audifonos,6,3623.87,alta
VEN-00689,2026-03-29 20:04:00,CLI-0011,Cusco,app,Impresora,5,291.78,alta
VEN-00681,2026-04-01 06:54:00,CLI-0062,Loreto,app,SSD,1,248.4,baja
VEN-00688,2026-04-08 08:09:00,CLI-0100,Cusco,app,Router,6,3881.28,baja
VEN-00692,2026-04-26 20:15:00,CLI-0023,Piura,tienda,SSD,6,679.79,baja
VEN-00717,2026-05-10 07:42:00,CLI-0030,La Libertad,app,Teclado,5,3085.22,baja
VEN-00693,2026-05-18 18:52:00,CLI-0019,Junin,web,Impresora,3,4632.33,media
VEN-00712,2026-05-23 09:03:00,CLI-0072,La Libertad,app,SSD,1,2366.5,media
VEN-00701,2026-05-29 00:42:00,CLI-0133,La Libertad,web,Router,1,3894.18,baja
VEN-00695,2026-05-31 04:20:00,CLI-0022,Loreto,marketplace,SSD,7,588.79,baja
VEN-00709,2026-06-05 10:28:00,CLI-0286,Junin,tienda,Mouse,4,4342.39,alta
VEN-00707,2026-06-11 23:56:00,CLI-0332,La Libertad,marketplace,Router,4,2109.79,baja
VEN-00718,2026-06-12 01:37:00,CLI-0170,Arequipa,app,SSD,6,1385.96,media
VEN-00710,2026-06-12 04:32:00,CLI-0079,Arequipa,app,Teclado,4,1421.54,alta
VEN-00690,2026-06-14 21:47:00,CLI-0207,Piura,tienda,Impresora,3,3651.51,alta
VEN-00715,2026-06-18 10:09:00,CLI-0110,Loreto,marketplace,Monitor,1,3565.22,baja
VEN-00682,2026-06-19 23:26:00,CLI-0155,Lima,app,Teclado,8,2422.58,alta
VEN-00711,2026-06-29 23:58:00,CLI-0293,Junin,app,Router,7,1114.31,alta
VEN-00951,2026-01-01 15:03:00,CLI-0308,La Libertad,tienda,SSD,6,1845.18,alta
VEN-00922,2026-01-06 20:19:00,CLI-0156,La Libertad,marketplace,SSD,4,4797.22,media
VEN-00958,2026-01-07 17:13:00,CLI-0099,Junin,app,Impresora,6,4536.15,baja
VEN-00934,2026-01-09 19:47:00,CLI-0002,Cusco,web,Mouse,1,3186.05,alta
VEN-00929,2026-01-11 13:08:00,CLI-0142,Arequipa,web,SSD,3,1384.53,media
VEN-00938,2026-01-16 14:45:00,CLI-0179,Piura,web,Audifonos,6,1489.54,baja
VEN-00925,2026-01-18 16:56:00,CLI-0334,Piura,app,SSD,1,4547.5,media
VEN-00924,2026-01-25 15:10:00,CLI-0341,La Libertad,marketplace,Teclado,7,2268.07,alta
VEN-00948,2026-01-28 08:25:00,CLI-0344,La Libertad,app,Mouse,5,1170.76,baja
VEN-00931,2026-01-30 14:13:00,CLI-0122,La Libertad,tienda,Mouse,4,2098.79,baja
VEN-00943,2026-02-12 13:13:00,CLI-0037,La Libertad,marketplace,SSD,6,268.06,baja
VEN-00937,2026-02-23 10:51:00,CLI-0105,Lima,marketplace,Monitor,3,3391.21,baja
VEN-00945,2026-03-11 11:20:00,CLI-0036,Lima,web,Audifonos,1,1431.7,alta
VEN-00947,2026-03-15 11:08:00,CLI-0078,Arequipa,marketplace,Laptop,3,2281.12,media
VEN-00954,2026-03-17 03:43:00,CLI-0022,Piura,tienda,Teclado,4,2622.92,baja
VEN-00921,2026-03-21 21:51:00,CLI-0245,Arequipa,app,Laptop,3,422.52,alta
VEN-00950,2026-03-25 01:04:00,CLI-0208,Lima,tienda,Laptop,4,3131.93,baja
VEN-00927,2026-03-26 15:58:00,CLI-0275,Piura,web,Monitor,3,1439.23,media
VEN-00926,2026-03-31 14:22:00,CLI-0313,Loreto,marketplace,Mouse,6,2340.05,media
VEN-00941,2026-04-07 22:50:00,CLI-0165,Junin,app,Router,1,5124.26,media
VEN-00960,2026-04-14 04:53:00,CLI-0112,Piura,marketplace,Impresora,5,1662.81,alta
VEN-00928,2026-04-21 08:03:00,CLI-0215,La Libertad,marketplace,Monitor,2,4503.28,baja
VEN-00957,2026-04-22 18:45:00,CLI-0283,Lima,web,Laptop,3,4108.25,media
VEN-00942,2026-04-24 14:16:00,CLI-0193,Lima,tienda,Laptop,3,5197.93,media
VEN-00949,2026-04-28 01:18:00,CLI-0062,Loreto,tienda,Monitor,1,2628.22,baja
VEN-00944,2026-05-03 17:58:00,CLI-0200,Lima,app,Laptop,8,5100.46,alta
VEN-00923,2026-05-04 10:59:00,CLI-0140,Junin,tienda,Router,7,1058.11,media
VEN-00956,2026-05-08 23:04:00,CLI-0106,Cusco,app,Teclado,5,3500.9,media
VEN-00953,2026-05-22 19:07:00,CLI-0161,Arequipa,marketplace,Mouse,2,2737.27,baja
VEN-00936,2026-05-22 21:14:00,CLI-0251,Cusco,tienda,Mouse,8,3644.85,media
VEN-00946,2026-05-23 21:22:00,CLI-0252,Cusco,marketplace,Teclado,8,4054.13,alta
VEN-00955,2026-05-29 07:58:00,CLI-0283,Loreto,tienda,Teclado,6,613.12,media
VEN-00932,2026-06-09 14:51:00,CLI-0175,Lima,app,Mouse,4,2091.59,baja
VEN-00930,2026-06-16 03:24:00,CLI-0290,Junin,app,Teclado,4,778.88,media
VEN-00952,2026-06-18 04:05:00,CLI-0215,Arequipa,app,Audifonos,1,3468.91,alta
VEN-00933,2026-06-19 06:19:00,CLI-0246,Lima,marketplace,Monitor,8,1496.59,baja
VEN-00939,2026-06-22 22:26:00,CLI-0118,Cusco,web,Laptop,8,5393.09,alta
VEN-00935,2026-06-24 03:22:00,CLI-0131,Loreto,tienda,Audifonos,8,2008.08,alta
VEN-00959,2026-06-26 16:27:00,CLI-0212,Piura,tienda,Laptop,6,1364.29,media
VEN-00940,2026-06-30 07:38:00,CLI-0097,Junin,web,Laptop,2,1583.55,alta
VEN-00774,2026-01-02 19:10:00,CLI-0276,Cusco,marketplace,Monitor,4,3243.32,alta
VEN-00776,2026-01-14 09:36:00,CLI-0135,La Libertad,marketplace,Monitor,3,1642.28,baja
VEN-00788,2026-01-24 15:37:00,CLI-0096,La Libertad,tienda,Laptop,1,4601.39,media
VEN-00762,2026-01-30 04:25:00,CLI-0004,Loreto,app,Router,2,4948.1,media
VEN-00771,2026-02-04 23:34:00,CLI-0229,Cusco,tienda,Impresora,7,404.8,baja
VEN-00782,2026-02-10 02:17:00,CLI-0078,Loreto,web,Monitor,5,3865.77,alta
VEN-00797,2026-02-12 13:26:00,CLI-0031,La Libertad,marketplace,Monitor,5,3814.87,baja
VEN-00763,2026-02-12 23:22:00,CLI-0348,La Libertad,tienda,Mouse,6,2109.05,baja
VEN-00793,2026-02-21 11:14:00,CLI-0038,La Libertad,app,Impresora,1,3581.1,alta
VEN-00767,2026-02-26 07:21:00,CLI-0335,Cusco,marketplace,SSD,8,1950.77,media
VEN-00792,2026-02-26 17:24:00,CLI-0082,Arequipa,tienda,Teclado,4,4839.33,media
VEN-00781,2026-02-28 12:04:00,CLI-0109,La Libertad,tienda,Audifonos,3,3567.46,media
VEN-00769,2026-03-03 17:10:00,CLI-0201,La Libertad,web,SSD,7,664.19,media
VEN-00795,2026-03-07 07:19:00,CLI-0328,Arequipa,web,Audifonos,7,4858.82,media
VEN-00768,2026-03-10 08:50:00,CLI-0044,Junin,web,SSD,4,2546.25,baja
VEN-00775,2026-03-10 09:54:00,CLI-0135,Loreto,app,Impresora,7,3577.77,baja
VEN-00789,2026-03-10 14:49:00,CLI-0053,La Libertad,tienda,Teclado,4,3167.08,baja
VEN-00787,2026-03-12 05:28:00,CLI-0085,Piura,app,Impresora,2,1551.07,alta
VEN-00783,2026-03-14 23:33:00,CLI-0104,Loreto,app,Router,5,3347.51,media
VEN-00779,2026-03-15 13:06:00,CLI-0171,Lima,web,Teclado,2,616.98,media
VEN-00791,2026-03-19 13:32:00,CLI-0326,Piura,marketplace,Router,5,269.52,alta
VEN-00785,2026-03-19 14:39:00,CLI-0312,Junin,app,Mouse,2,402.8,media
VEN-00786,2026-04-03 06:31:00,CLI-0326,La Libertad,marketplace,Audifonos,4,5191.92,baja
VEN-00766,2026-04-08 12:12:00,CLI-0030,Lima,app,Audifonos,1,2846.59,alta
VEN-00799,2026-04-17 20:10:00,CLI-0036,Piura,marketplace,Laptop,5,196.18,baja
VEN-00798,2026-04-18 15:48:00,CLI-0096,Arequipa,web,Laptop,5,5238.1,baja
VEN-00777,2026-04-22 06:02:00,CLI-0101,Arequipa,web,Monitor,7,4045.03,media
VEN-00778,2026-04-24 09:55:00,CLI-0162,Arequipa,marketplace,Monitor,2,2059.17,baja
VEN-00794,2026-04-26 18:09:00,CLI-0346,Cusco,web,Laptop,5,4860.5,baja
VEN-00772,2026-04-30 03:04:00,CLI-0332,Loreto,web,Router,2,1293.28,media
VEN-00790,2026-05-03 03:12:00,CLI-0071,Junin,app,Audifonos,4,183.18,media
VEN-00764,2026-05-04 11:26:00,CLI-0327,Piura,web,Router,6,121.33,alta
VEN-00800,2026-05-08 19:05:00,CLI-0259,Arequipa,marketplace,Router,3,4164.2,alta
VEN-00770,2026-05-08 19:56:00,CLI-0254,Piura,marketplace,Monitor,6,2333.43,media
VEN-00796,2026-05-14 13:04:00,CLI-0082,Loreto,app,Router,4,2508.23,alta
VEN-00765,2026-05-29 09:44:00,CLI-0280,Cusco,web,Laptop,4,2019.48,alta
VEN-00780,2026-06-04 14:03:00,CLI-0151,Arequipa,marketplace,Mouse,4,3503.1,media
VEN-00761,2026-06-04 23:12:00,CLI-0201,Lima,tienda,Impresora,6,5311.94,media
VEN-00773,2026-06-12 07:26:00,CLI-0122,Piura,app,Monitor,8,1761.79,alta
VEN-00784,2026-06-20 07:42:00,CLI-0207,Junin,tienda,Monitor,1,3637.58,media
VEN-00963,2026-01-06 22:38:00,CLI-0346,Lima,app,SSD,7,1898.8,baja
VEN-00986,2026-01-07 19:54:00,CLI-0275,Junin,web,Router,3,4278.81,alta
VEN-00972,2026-01-09 06:17:00,CLI-0203,Cusco,tienda,Impresora,2,723.26,media
VEN-00961,2026-01-13 19:59:00,CLI-0342,Arequipa,marketplace,Laptop,7,5019.24,baja
VEN-00992,2026-01-18 03:42:00,CLI-0170,Arequipa,app,Mouse,5,1230.96,baja
VEN-00997,2026-02-02 18:44:00,CLI-0245,Piura,web,SSD,8,1082.37,alta
VEN-00989,2026-02-02 23:41:00,CLI-0093,Loreto,tienda,SSD,7,4080.27,media
VEN-00987,2026-02-11 03:12:00,CLI-0256,Lima,marketplace,Monitor,1,1426.55,baja
VEN-01000,2026-02-15 22:46:00,CLI-0238,Arequipa,web,Impresora,3,1468.4,alta
VEN-00995,2026-02-24 22:37:00,CLI-0150,Piura,tienda,SSD,8,1157.9,alta
VEN-00990,2026-02-28 16:43:00,CLI-0157,La Libertad,marketplace,Router,8,393.82,alta
VEN-00973,2026-03-12 10:50:00,CLI-0144,Arequipa,marketplace,Router,5,2580.24,media
VEN-00965,2026-03-14 15:03:00,CLI-0143,Loreto,marketplace,Mouse,2,1356.58,alta
VEN-00980,2026-03-19 15:23:00,CLI-0032,Loreto,app,Router,2,385.92,alta
VEN-00970,2026-03-24 22:09:00,CLI-0009,Lima,marketplace,Teclado,7,1548.36,alta
VEN-00962,2026-03-30 09:37:00,CLI-0046,Loreto,tienda,Monitor,5,5444.66,baja
VEN-00976,2026-03-31 05:02:00,CLI-0032,Piura,web,Impresora,5,2729.35,baja
VEN-00985,2026-04-01 12:03:00,CLI-0102,Lima,web,Monitor,4,647.49,alta
VEN-00988,2026-04-08 10:36:00,CLI-0135,Junin,web,Monitor,2,1214.24,alta
VEN-00971,2026-04-16 11:07:00,CLI-0137,Loreto,tienda,Laptop,8,1521.12,media
VEN-00979,2026-04-20 02:40:00,CLI-0243,Piura,web,SSD,6,1347.81,baja
VEN-00969,2026-04-21 15:34:00,CLI-0089,Junin,tienda,Laptop,1,3397.48,media
VEN-00966,2026-04-28 00:18:00,CLI-0243,Piura,marketplace,SSD,4,1678.21,media
VEN-00983,2026-04-30 22:27:00,CLI-0344,Loreto,app,SSD,5,3447.85,baja
VEN-00974,2026-05-01 07:52:00,CLI-0248,Loreto,tienda,Laptop,7,3674.55,alta
VEN-00977,2026-05-02 15:10:00,CLI-0233,Loreto,tienda,Monitor,2,4197.62,alta
VEN-00964,2026-05-11 07:56:00,CLI-0252,Cusco,tienda,Teclado,1,629.84,baja
VEN-00994,2026-05-14 22:11:00,CLI-0147,Arequipa,marketplace,Teclado,6,3831.27,media
VEN-00999,2026-05-20 04:04:00,CLI-0183,Junin,tienda,Monitor,8,1172.42,baja
VEN-00975,2026-05-26 18:39:00,CLI-0088,Piura,tienda,SSD,5,4608.51,media
VEN-00981,2026-05-29 07:28:00,CLI-0007,La Libertad,marketplace,Monitor,1,3144.45,baja
VEN-00982,2026-05-29 08:47:00,CLI-0026,Piura,web,Impresora,6,3753.04,baja
VEN-00984,2026-06-02 14:12:00,CLI-0168,Arequipa,tienda,Laptop,5,308.56,baja
VEN-00978,2026-06-04 11:18:00,CLI-0108,Lima,tienda,Impresora,7,3142.6,baja
VEN-00993,2026-06-09 21:52:00,CLI-0299,Arequipa,app,Router,8,4265.36,baja
VEN-00968,2026-06-13 03:21:00,CLI-0066,Junin,tienda,Laptop,4,141.13,alta
VEN-00967,2026-06-15 00:50:00,CLI-0034,La Libertad,marketplace,Laptop,2,2381.0,alta
VEN-00996,2026-06-16 06:57:00,CLI-0257,Piura,web,Monitor,4,353.41,alta
VEN-00998,2026-06-27 01:02:00,CLI-0215,Arequipa,web,Mouse,1,3763.55,baja
VEN-00991,2026-06-28 02:23:00,CLI-0182,Loreto,marketplace,Monitor,4,1183.28,baja
VEN-00468,2026-01-03 13:55:00,CLI-0069,Junin,app,SSD,7,3002.12,media
VEN-00445,2026-01-07 11:21:00,CLI-0241,Cusco,marketplace,Laptop,8,2957.16,media
VEN-00452,2026-01-11 11:57:00,CLI-0018,Junin,tienda,Teclado,3,968.55,media
VEN-00474,2026-01-12 20:03:00,CLI-0240,Lima,app,SSD,4,1013.64,baja
VEN-00463,2026-01-17 10:41:00,CLI-0269,La Libertad,tienda,Teclado,6,2717.44,baja
VEN-00464,2026-01-27 17:25:00,CLI-0329,La Libertad,web,Mouse,5,759.32,media
VEN-00479,2026-01-28 14:40:00,CLI-0326,La Libertad,marketplace,Teclado,3,4067.65,media
VEN-00471,2026-01-29 07:35:00,CLI-0240,La Libertad,tienda,Audifonos,7,5413.64,baja
VEN-00453,2026-01-29 16:52:00,CLI-0014,Loreto,marketplace,Mouse,2,1239.74,alta
VEN-00472,2026-01-30 14:02:00,CLI-0199,Piura,marketplace,Mouse,2,869.12,baja
VEN-00456,2026-01-31 11:38:00,CLI-0305,Junin,marketplace,Router,6,1444.92,alta
VEN-00441,2026-02-02 18:54:00,CLI-0021,Cusco,app,Teclado,5,2543.05,alta
VEN-00475,2026-02-05 23:39:00,CLI-0097,Loreto,tienda,Router,5,1644.94,media
VEN-00461,2026-02-10 04:06:00,CLI-0023,Piura,tienda,Impresora,3,992.55,media
VEN-00458,2026-03-04 16:24:00,CLI-0334,Cusco,app,Teclado,2,3913.99,baja
VEN-00470,2026-03-18 10:06:00,CLI-0246,Junin,tienda,Impresora,4,2943.33,alta
VEN-00447,2026-03-23 16:37:00,CLI-0211,Cusco,marketplace,Mouse,3,3908.04,baja
VEN-00467,2026-03-29 04:17:00,CLI-0305,Piura,web,Impresora,3,1001.49,baja
VEN-00450,2026-03-30 03:45:00,CLI-0210,Cusco,marketplace,Monitor,4,2770.34,baja
VEN-00478,2026-04-02 08:52:00,CLI-0133,Lima,tienda,Impresora,2,2550.92,alta
VEN-00451,2026-04-03 15:35:00,CLI-0016,Piura,web,Teclado,4,4314.58,media
VEN-00473,2026-04-16 11:10:00,CLI-0197,Piura,web,Laptop,7,2217.32,alta
VEN-00480,2026-04-21 12:23:00,CLI-0165,Loreto,marketplace,Laptop,8,5009.71,baja
VEN-00443,2026-04-21 13:37:00,CLI-0239,La Libertad,tienda,Monitor,6,688.16,media
VEN-00444,2026-04-22 03:37:00,CLI-0122,La Libertad,web,Monitor,3,1089.98,alta
VEN-00442,2026-04-29 15:21:00,CLI-0030,Cusco,tienda,Impresora,6,1876.6,media
VEN-00462,2026-05-02 01:19:00,CLI-0224,Cusco,app,Teclado,1,4396.16,media
VEN-00477,2026-05-05 23:08:00,CLI-0100,Junin,web,Mouse,4,1519.75,media
VEN-00476,2026-05-10 20:44:00,CLI-0347,Loreto,web,Impresora,3,1195.58,alta
VEN-00446,2026-05-14 12:01:00,CLI-0179,Junin,tienda,Laptop,3,1149.03,media
VEN-00454,2026-05-20 19:48:00,CLI-0007,Arequipa,tienda,Impresora,3,5054.51,baja
VEN-00457,2026-05-22 17:09:00,CLI-0259,Junin,tienda,Monitor,4,1328.61,baja
VEN-00465,2026-05-23 11:21:00,CLI-0302,Cusco,web,SSD,2,4332.21,media
VEN-00460,2026-05-25 18:17:00,CLI-0319,Loreto,web,Teclado,8,369.87,media
VEN-00469,2026-06-17 08:52:00,CLI-0078,La Libertad,web,Teclado,5,3146.78,baja
VEN-00449,2026-06-19 23:47:00,CLI-0002,La Libertad,app,Router,2,2768.72,alta
VEN-00466,2026-06-20 15:09:00,CLI-0281,Lima,app,Router,4,3526.72,baja
VEN-00455,2026-06-22 17:34:00,CLI-0163,La Libertad,app,Audifonos,4,1996.62,baja
VEN-00459,2026-06-23 12:44:00,CLI-0199,Lima,app,Laptop,7,2140.45,baja
VEN-00448,2026-06-29 17:57:00,CLI-0312,Arequipa,marketplace,Router,6,1194.36,baja
VEN-00162,2026-01-03 02:47:00,CLI-0129,Loreto,web,Laptop,5,689.88,alta
VEN-00193,2026-01-06 12:06:00,CLI-0339,Piura,marketplace,SSD,6,5155.55,media
VEN-00188,2026-01-11 18:03:00,CLI-0096,Lima,marketplace,Monitor,4,455.79,media
VEN-00186,2026-01-20 17:02:00,CLI-0215,Loreto,app,Router,4,1752.53,media
VEN-00190,2026-01-23 04:26:00,CLI-0325,Cusco,app,Router,8,49.57,alta
VEN-00189,2026-01-27 21:32:00,CLI-0339,Arequipa,tienda,Audifonos,2,2924.43,media
VEN-00168,2026-02-04 05:34:00,CLI-0131,Lima,tienda,Teclado,5,39.27,media
